lat,long,yds_clean_coarse,ver_clean_coarse,fa,route_name,nopm_YDS,nopm_Vermin,has_f,has_fB,has_fanat,has_fall,has_fBall,has_fallsex,has_m,has_manat,has_mall,has_mallsex,has_sex,has_fmallsex,has_eth,has_lgbt,has_drugs,has_money,has_violence,has_penis,has_bitch,has_pussy,has_whore,has_virgin,has_arete,has_slab,has_overhang,has_dihedral,has_roof,has_jug,has_crimp,has_flake,has_any,rating
 39.34823,-104.75964,10.0,,"Chris Drysdale, 1987",Bitch,5.10b/c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.31,-107.9432,,9.0,Skylar Smith?,Boobs On My Granny,,V9,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 37.4294,-107.8372,10.0,,"Joel Schiavone, Matthias Holladay",Yo Ho Ho and a Bottle of Rum,5.10b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.51721,-107.81582,13.0,,Evan Blare,Bitchez Get Stitchez!,5.13b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 37.51721,-107.81582,13.0,,"Evan Blare, Erik Durgin",Bitchez Direct,5.13c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 39.4077,-106.6565,11.0,,n/a,Pineapple Thunderpussy (aka Magic Carpet Ride),5.11b/c,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 39.4058,-106.6547,11.0,,Charmaine Tesina 8/19/2018,One Classy Bitch,5.11a,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.30419,-105.67015,,1.0,Edwin Teran and Kaelen Williams,Rocky Mountain Beaver Fever,,V1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 40.25444,-105.61193,5.0,,"Gorrell & Watson, 1935",The Beaver,5.5,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Beginner
 39.28089,-111.17648,,5.0,unknown,Bitches Bail,,V5,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.08285,-109.56278,10.0,,"Brendan O'Fallon, 2004",Skank on the Hanglow,5.10b/c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.0258,-109.54,11.0,,unknown,Octopussy,5.11b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.0521,-109.5961,10.0,,Karl Kelley,Slut,5.10b/c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.0521,-109.5961,10.0,,"Will Foster FA, Second Anika Bach and John Fitzpatrick",Dusty Pussy,5.10b/c,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.03999,-109.54057,12.0,,Kat Whipple,Grab it by the pussy...I dare you,5.12a,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.09105,-109.56277,11.0,,Jay Smith and Mark Hesse,Pussy Whipped,5.11c/d,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.09105,-109.56277,11.0,,unknown,Pussy Galore,5.11a/b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.09105,-109.56277,11.0,,unknown,Pussy Cat,5.11b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 39.12113,-110.68902,11.0,,Tyler Phillips & Hippie Henry,"I'm Rick James, Bitch",5.11c/d,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.70975,-110.94969,11.0,,"Madison Goodman, Ian Burson",Jan has plastic boobs,5.11a/b,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.6879,-110.9686,9.0,,"Brian Cabe, Patricia Black 02",Gobslutch,5.9,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 39.27905,-111.22764,,9.0,Jeff Pedersen,Foxy Whore,,V9,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Advanced
 38.2843,-111.2477,7.0,,I don't want to know!!!,Pussy Bolt,5.7,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Beginner
 37.7642,-110.4881,8.0,,"Jerry Foreman, Dan Millis",The Giant Vagina,5.8/9,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.54503,-109.65515,12.0,,Charley Graham,Octopussy,5.12a/b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 38.6276,-109.4966,10.0,,"Paul and Sandy Bucher, Skyler Penrod",Slip Me A Roofie,5.10a/b,,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.471940000000004,-109.28111,10.0,,K3,Czechoslovakian Vagina,5.10b,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.58924,-109.69932,12.0,,Tait Rees,The Crack Whore,5.12b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Advanced
 38.6726,-109.3753,7.0,,Tyler Phillips & Robbie Colbert,Slutty Sister,5.7/8,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Beginner
 38.6769,-109.41171,11.0,,"Sam Boyce, Mark Bowling",Whore House,5.11a/b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Advanced
 37.64232,-113.29134,9.0,,Bob Draney and G. Wheeler,Carnivorous Bitch,5.9,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.90394,-112.95057,8.0,,Joey Vanstaveren and Matt Earl,Matt's Bitch,5.8,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.10106,-113.89944,13.0,,unknown,Pussycat,5.13a,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 37.61602,-112.93205,10.0,,"Troy Anderson, Todd Stevens, Nate Brown",Searching for Sluts,5.10b/c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.19133,-113.64333,10.0,,C. Farr and D. Biniaz,What's New Pussycat?,5.10a,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.30751,-113.10876,8.0,,unknown,Invagination,5.8,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 37.1618,-113.6102,10.0,,"W. Harding, T. Goss",Petting the Pussycat,5.10b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 38.26108,-112.50802,,1.0,Emily Haskins,Dam Beached Beaver,,V1/2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 40.5754,-111.7083,8.0,,Luke Douglas & Tyler Phillips 06',PetThePussy,5.8/9,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 40.5754,-111.7083,10.0,,Tyler Phillips & Luke Douglas 06',Pentapussy,5.10a/b,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 40.5736,-111.7488,10.0,,"Bill Robins, and Skeeter Malinski 1987",Bull Dykes and Biker Ducks,5.10c,,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 40.59614,-111.6787,,5.0,unknown,Beaver Head,,V5,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.57888,-111.67704,,9.0,unknown,Dick Van Dyke to Ping,,V9,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.57888,-111.67704,,10.0,unknown,Dick Van Dyke Aller Retour,,V10,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.57888,-111.67704,,6.0,unknown,Dick Van Dyke,,V6,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.57347,-111.69051,13.0,,Some local crusher?,The Good Bitch AKA Good Listener right exit,5.13b/c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.2651,-111.6125,11.0,,Mark Allman,Bitch School,5.11b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.2645,-111.6236,8.0,,Jeff Pedersen,Leave It To Beaver,5.8,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 39.3376,-110.7385,,7.0,unknown,8. What's A New Pussycat,,V7,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 40.78374,-112.49044,5.0,,"FA - Phil and Cabe Reynolds, May 2018",Filthy Whore,5.5,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Beginner
 39.5632,-111.6908,10.0,,Jared Nielson,Tits on a Buddha,5.10d,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 39.56503,-111.6914,12.0,,Bill Boyle,RedBreast,5.12c,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 39.55839,-111.68761,10.0,,"Jason Stevens, 1997",Gutter Dyke,5.10c,,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 39.5566,-111.6855,7.0,,Jason Stevens,Canned Beaver,5.7,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Beginner
 39.55479,-111.67671,7.0,,Jason Stevens,McBitchin,5.7/8,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Beginner
 39.5551,-111.6752,12.0,,Bill Ohran,Bolts Not Bitches,5.12c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 39.55794,-111.68912,9.0,,Brent Huff and Jared Nielson,Bitch Tits Right,5.9,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 39.55794,-111.68912,9.0,,Brent Huff and Jared Nielson,Bitch Tits Left,5.9,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.94209,-110.6632,12.0,,Rodney Blakemore 2003,Slab My Bitch Up,5.12b,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Advanced
 34.75623,-111.06529,10.0,,Jeff and Dave Sobocan,B.A.M. (Bitchinâ€™ Alternator Madness),5.10c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 33.68665,-111.8089,9.0,,Old School,Leave It To Beaver,5.9,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 33.35793,-112.00993,,1.0,Jeremy Cox,Flippin the Bitch,,V1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 33.68234,-112.04284,7.0,,Bob Blair/Andy Linker 3/1985,Naked Bimbos from Mars,5.7,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Beginner
 33.78654,-111.80414,9.0,,Lary Braten and Rich Shoup 11/87,Bitches' Itch,5.9,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.9318,-111.73386,10.0,,Jason Keith,"Smoke Big Doobs, Suck Big Boobs",5.10c/d,,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 35.1194,-111.93495,10.0,,"Casey Niggemyer, Eric Deschamps",Resting Bitch Face,5.10d,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 35.1381,-112.0282,8.0,,unknown,Papooshka the Russian Slut,5.8,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 36.92091,-113.85698,12.0,,Clay Cahoon et al.,Fillmore Virgin Beaver,5.12b,,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Advanced
 35.08202,-111.59841,,3.0,unknown,Man Tits,,V3/4,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 35.08201,-111.6004,,4.0,unknown,Bitch Boy,,V4,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 35.0819,-111.601,,8.0,Matt Hoch,Saltine Crackwhore,,V8,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Advanced
 32.36748,-110.7184,13.0,,"FFA: Hidetaka Suzuki, Ray Ringle 1986",Golden Beaver Left,5.13b,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.36748,-110.7184,12.0,,M. Axen right FA in 1971 (aid)   M. Axen & D. Baker left FA in 1973(aid)   B. Murray FFA via TR 1983   H. Suzuki lead 1986,Golden Beaver,5.12c,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.36748,-110.7184,12.0,,"Scott Ayers, Steve Schneider",Easy on the Beaver,5.12b,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.36837,-110.71715,11.0,,"JSt, DBr, '99",Don't Tease the Beaver,5.11b/c,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.36837,-110.71715,11.0,,"SA,Jay Ladin,'88",Beaver Fever,5.11b/c,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.43194,-110.77684,8.0,,"Patrick Cicero (roped solo,  11/2007)",Wynona's Big Brown Beaver,5.8/9,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 32.43039,-110.77309,,5.0,Stev Spooner,Wide Open Beaver Trainer,,V5,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 31.8752,-110.0147,11.0,,"Angel, Daryl, and  Angelina",Bitching Old Man,5.11a,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.42506,-110.75318,,5.0,Matt Fowls,Shaky Bitch Stand,,V5/6,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 32.42506,-110.75318,,10.0,Matt Fowls,Shaky Bitch Low,,V10,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 33.277590000000004,-111.02824,8.0,,Mark Trainor,Pussy Whipper,5.8,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.21851,-111.26871,8.0,,"Clay Lippincott, Robb Blanchard, David Jacobs 4/10/17",Pancake Butt Dumpster Slut,5.8,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Intermediate
 33.17644,-110.77895,11.0,,"SA, SJ, LA, AZ, January 1, 2011",Easy Skankin',5.11a,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 34.36096,-111.45015,9.0,,Mark Geikenjoyner,Vagina Envy,5.8/9,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.53933,-112.44944,,4.0,unknown,Did You See The Tits on That Chick,,V4/5,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Advanced
 34.46863,-112.43852,,6.0,unknown,Pussy Lip Sit Start,,V6,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 34.46863,-112.43852,,4.0,unknown,Pussy Lip,,V4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Advanced
 34.62669,-112.55409,10.0,,unknown,Cat's PJ's-Said and Done-Reunion-Beaver Cleaver (The Other Hot-Line),5.10a,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.62908,-112.56665,9.0,,"FA: David Lovejoy, Jack Hauck, Jonathan Bjorkland, Oct. 1970  FFA Karl Karlstrom, David Lovejoy, Scott Baxter, May 1971",Magnolia Thunderpussy,5.9,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 34.62908,-112.56665,8.0,,"L Treiber, J Byrd  1972",Beaver Cleaver,5.8/9,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 42.60216,-114.42856,10.0,,"Tony Roberts, 2017",Presidential Pussygrabber,5.10a,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 43.53249,-111.70104,9.0,,unknown,Bitchin' Widget,5.9,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 42.67332,-113.0016,10.0,,"Mike Engle and Chris Barnes, 2013",Bitch Slap,5.10a,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 42.68037,-113.01051,12.0,,unknown,Nothing But A Two Bit Whore,5.12c,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Advanced
 47.26954,-116.59751,8.0,,"Keaton Buell, May 2019",Pussy Crack,5.8,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 42.06539,-113.70937,10.0,,Dave Bingham and  Chris Filer  1984,Ruby and the Dykes,5.10a,,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Intermediate
 42.08612,-113.72944,4.0,,Jay Goodwin,Dykes on Harleys,5.4,,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Beginner
